drug_name,form,active_ingredient,strength,status
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,7.5MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,10MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,15MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,20MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,30MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,40MG,Unknown
LAMIVUDINE/NEVIRAPINE/ZIDOVUDINE TABLETS,"TABLET, FOR SUSPENSION; ORAL",Lamivudine; Nevirapine; Zidovudine,30MG; 50MG; 60MG,Unknown
PANTOPRAZOLE SODIUM,"TABLET, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,EQ 20MG BASE,Unknown
PANTOPRAZOLE SODIUM,"TABLET, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,EQ 40MG BASE,Unknown
GEMCITABINE HYDROCHLORIDE,INJECTABLE;INJECTION,GEMCITABINE HYDROCHLORIDE,200MG/5.26ML (38MG/ML),Unknown
GEMCITABINE HYDROCHLORIDE,INJECTABLE;INJECTION,GEMCITABINE HYDROCHLORIDE,1GM/26.3ML (38MG/ML),Unknown
GEMCITABINE HYDROCHLORIDE,INJECTABLE;INJECTION,GEMCITABINE HYDROCHLORIDE,2GM/52.6ML (38MG/ML),Unknown
EDARBI,TABLET;ORAL,AZILSARTAN KAMEDOXOMIL,EQ 40MG MEDOXOMIL,Unknown
EDARBI,TABLET;ORAL,AZILSARTAN KAMEDOXOMIL,EQ 80MG MEDOXOMIL,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 5MG BASE;12.5MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 5MG BASE;25MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 10MG BASE;12.5MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 10MG BASE;25MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 10MG BASE;25MG;320MG,Unknown
OLOPATADINE HYDROCHLORIDE,SOLUTION/DROPS;OPHTHALMIC,OLOPATADINE HYDROCHLORIDE,EQ 0.1% BASE,Unknown
MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,20MG,Unknown
MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,30MG,Unknown
MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,50MG,Unknown
MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,60MG,Unknown
MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,80MG,Unknown
MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,100MG,Unknown
FELODIPINE,"TABLET, EXTENDED RELEASE;ORAL",FELODIPINE,2.5MG,Unknown
FELODIPINE,"TABLET, EXTENDED RELEASE;ORAL",FELODIPINE,5MG,Unknown
FELODIPINE,"TABLET, EXTENDED RELEASE;ORAL",FELODIPINE,10MG,Unknown
LANSOPRAZOLE,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL",LANSOPRAZOLE,15MG,Unknown
LANSOPRAZOLE,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL",LANSOPRAZOLE,30MG,Unknown
PANTOPRAZOLE SODIUM,"TABLET, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,EQ 20MG BASE,Unknown
PANTOPRAZOLE SODIUM,"TABLET, DELAYED RELEASE;ORAL",PANTOPRAZOLE SODIUM,EQ 40MG BASE,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,40MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,5MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,7.5MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,10MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,15MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,20MG,Unknown
OXYMORPHONE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",OXYMORPHONE HYDROCHLORIDE,30MG,Unknown
PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,500MG;EQ 15MG BASE,Unknown
PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,850MG;EQ 15MG BASE,Unknown
MORPHINE SULFATE,"TABLET, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,15MG,Unknown
MORPHINE SULFATE,"TABLET, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,30MG,Unknown
MORPHINE SULFATE,"TABLET, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,60MG,Unknown
MORPHINE SULFATE,"TABLET, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,100MG,Unknown
MORPHINE SULFATE,"TABLET, EXTENDED RELEASE;ORAL",MORPHINE SULFATE,200MG,Unknown
RALOXIFENE HYDROCHLORIDE,TABLET;ORAL,RALOXIFENE HYDROCHLORIDE,60MG,Unknown
URSODIOL,TABLET;ORAL,URSODIOL,250MG,Unknown
URSODIOL,TABLET;ORAL,URSODIOL,500MG,Unknown
LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING;ORAL",LAMOTRIGINE,25MG,Unknown
LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING;ORAL",LAMOTRIGINE,50MG,Unknown
LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING;ORAL",LAMOTRIGINE,100MG,Unknown
LAMOTRIGINE,"TABLET, ORALLY DISINTEGRATING;ORAL",LAMOTRIGINE,200MG,Unknown
COLESEVELAM HYDROCHLORIDE,TABLET;ORAL,COLESEVELAM HYDROCHLORIDE,625MG,Unknown
EZETIMIBE,TABLET;ORAL,EZETIMIBE,10MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,75MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,150MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,300MG,Unknown
CASPOFUNGIN ACETATE,POWDER;INTRAVENOUS,CASPOFUNGIN ACETATE,50MG/VIAL,Unknown
CASPOFUNGIN ACETATE,POWDER;INTRAVENOUS,CASPOFUNGIN ACETATE,70MG/VIAL,Unknown
VENLAFAXINE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE,Unknown
VENLAFAXINE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE,Unknown
VENLAFAXINE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",VENLAFAXINE HYDROCHLORIDE,EQ 150MG BASE,Unknown
BUPROPION HYDROBROMIDE,"TABLET, EXTENDED RELEASE; ORAL",BUPROPION HYDROBROMIDE,174MG,Unknown
BUPROPION HYDROBROMIDE,"TABLET, EXTENDED RELEASE; ORAL",BUPROPION HYDROBROMIDE,522MG,Unknown
VANCOMYCIN HYDROCHLORIDE,INJECTABLE;INJECTION,VANCOMYCIN HYDROCHLORIDE,EQ 5GM BASE/VIAL,Unknown
VANCOMYCIN HYDROCHLORIDE,INJECTABLE;INJECTION,VANCOMYCIN HYDROCHLORIDE,EQ 10GM BASE/VIAL,Unknown
LEVOFLOXACIN,TABLET;ORAL,LEVOFLOXACIN,250MG,Unknown
LEVOFLOXACIN,TABLET;ORAL,LEVOFLOXACIN,500MG,Unknown
LEVOFLOXACIN,TABLET;ORAL,LEVOFLOXACIN,750MG,Unknown
LEUCOVORIN CALCIUM PRESERVATIVE FREE,INJECTABLE;INJECTION,LEUCOVORIN CALCIUM,EQ 350MG BASE/VIAL,Unknown
DOXYCYCLINE HYCLATE,"TABLET, DELAYED RELEASE;ORAL",DOXYCYCLINE HYCLATE,EQ 75MG BASE,Unknown
DOXYCYCLINE HYCLATE,"TABLET, DELAYED RELEASE;ORAL",DOXYCYCLINE HYCLATE,EQ 100MG BASE,Unknown
DOXYCYCLINE HYCLATE,"TABLET, DELAYED RELEASE;ORAL",DOXYCYCLINE HYCLATE,EQ 150MG BASE,Unknown
DOXYCYCLINE HYCLATE,"TABLET, DELAYED RELEASE;ORAL",DOXYCYCLINE HYCLATE,EQ 200MG BASE,Unknown
LEVALBUTEROL HYDROCHLORIDE,SOLUTION;INHALATION,LEVALBUTEROL HYDROCHLORIDE,EQ 0.25% BASE,Unknown
VERAPAMIL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",VERAPAMIL HYDROCHLORIDE,120MG,Unknown
VERAPAMIL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",VERAPAMIL HYDROCHLORIDE,180MG,Unknown
VERAPAMIL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",VERAPAMIL HYDROCHLORIDE,240MG,Unknown
ACETAZOLAMIDE SODIUM,INJECTABLE;INJECTION,ACETAZOLAMIDE SODIUM,EQ 500MG BASE/VIAL,Unknown
GUANFACINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",GUANFACINE HYDROCHLORIDE,EQ 1MG BASE,Unknown
GUANFACINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",GUANFACINE HYDROCHLORIDE,EQ 2MG BASE,Unknown
GUANFACINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",GUANFACINE HYDROCHLORIDE,EQ 3MG BASE,Unknown
GUANFACINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",GUANFACINE HYDROCHLORIDE,EQ 4MG BASE,Unknown
ESOMEPRAZOLE SODIUM,INJECTABLE;INTRAVENOUS,ESOMEPRAZOLE SODIUM,EQ 20MG BASE/VIAL,Unknown
ESOMEPRAZOLE SODIUM,INJECTABLE;INTRAVENOUS,ESOMEPRAZOLE SODIUM,EQ 40MG BASE/VIAL,Unknown
FENOFIBRATE,TABLET;ORAL,FENOFIBRATE,48MG,Unknown
FENOFIBRATE,TABLET;ORAL,FENOFIBRATE,145MG,Unknown
METHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",METHYLPHENIDATE HYDROCHLORIDE,10MG,Unknown
CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,TABLET; ORAL,CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,16MG; 12.5MG,Unknown
CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,TABLET; ORAL,CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,32MG; 12.5MG,Unknown
CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,TABLET; ORAL,CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,32MG; 25MG,Unknown
IBUPROFEN AND DIPHENHYDRAMINE HYDROCHLORIDE,CAPSULE;ORAL,DIPHENHYDRAMINE HYDROCHLORIDE; IBUPROFEN,25MG;EQ 200MG FREE ACID AND POTASSIUM SALT,Unknown
MONTELUKAST SODIUM,TABLET;ORAL,MONTELUKAST SODIUM,EQ 10MG BASE,Unknown
ISOPTO CARPINE,SOLUTION;OPHTHALMIC,PILOCARPINE HYDROCHLORIDE,1%,Unknown
ISOPTO CARPINE,SOLUTION;OPHTHALMIC,PILOCARPINE HYDROCHLORIDE,2%,Unknown
ISOPTO CARPINE,SOLUTION;OPHTHALMIC,PILOCARPINE HYDROCHLORIDE,4%,Unknown
MEMANTINE HYDROCHLORIDE,TABLET;ORAL,MEMANTINE HYDROCHLORIDE,5MG,Unknown
MEMANTINE HYDROCHLORIDE,TABLET;ORAL,MEMANTINE HYDROCHLORIDE,10MG,Unknown
ETHOSUXIMIDE,CAPSULE;ORAL,ETHOSUXIMIDE,250MG,Unknown
PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE,SYRUP;ORAL,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE,10MG/5ML;6.25MG/5ML,Unknown
SIMVASTATIN,TABLET;ORAL,SIMVASTATIN,5MG,Unknown
SIMVASTATIN,TABLET;ORAL,SIMVASTATIN,10MG,Unknown
SIMVASTATIN,TABLET;ORAL,SIMVASTATIN,20MG,Unknown
SIMVASTATIN,TABLET;ORAL,SIMVASTATIN,40MG,Unknown
SIMVASTATIN,TABLET;ORAL,SIMVASTATIN,80MG,Unknown
NORETHINDRONE AND ETHINYL ESTRADIOL,TABLET;ORAL-28,ETHINYL ESTRADIOL; NORETHINDRONE,0.035MG;0.4MG,Unknown
EXEMESTANE,TABLET;ORAL,EXEMESTANE,25MG,Unknown
DUTASTERIDE,CAPSULE;ORAL,DUTASTERIDE,0.5MG,Unknown
PROGESTERONE,CAPSULE;ORAL,PROGESTERONE,100MG,Unknown
PROGESTERONE,CAPSULE;ORAL,PROGESTERONE,200MG,Unknown
DOXORUBICIN HYDROCHLORIDE,INJECTABLE;INJECTION,DOXORUBICIN HYDROCHLORIDE,2MG/ML,Unknown
LINEZOLID,SOLUTION;INTRAVENOUS,LINEZOLID,200MG/100ML (2MG/ML),Unknown
LINEZOLID,SOLUTION;INTRAVENOUS,LINEZOLID,600MG/300ML (2MG/ML),Unknown
LABETALOL HYDROCHLORIDE,TABLET;ORAL,LABETALOL HYDROCHLORIDE,100MG,Unknown
LABETALOL HYDROCHLORIDE,TABLET;ORAL,LABETALOL HYDROCHLORIDE,200MG,Unknown
LABETALOL HYDROCHLORIDE,TABLET;ORAL,LABETALOL HYDROCHLORIDE,300MG,Unknown
EZETIMIBE AND SIMVASTATIN,TABLET;ORAL,EZETIMIBE; SIMVASTATIN,10MG;10MG,Unknown
EZETIMIBE AND SIMVASTATIN,TABLET;ORAL,EZETIMIBE; SIMVASTATIN,10MG;20MG,Unknown
EZETIMIBE AND SIMVASTATIN,TABLET;ORAL,EZETIMIBE; SIMVASTATIN,10MG;40MG,Unknown
EZETIMIBE AND SIMVASTATIN,TABLET;ORAL,EZETIMIBE; SIMVASTATIN,10MG;80MG,Unknown
XULANE,"FILM, EXTENDED RELEASE;TRANSDERMAL",ETHINYL ESTRADIOL; NORELGESTROMIN,0.035MG/24HR;0.15MG/24HR,Unknown
FENOFIBRIC ACID,"CAPSULE, DELAYED RELEASE;ORAL",CHOLINE FENOFIBRATE,EQ 45MG FENOFIBRIC ACID,Unknown
FENOFIBRIC ACID,"CAPSULE, DELAYED RELEASE;ORAL",CHOLINE FENOFIBRATE,EQ 135MG FENOFIBRIC ACID,Unknown
CYTARABINE,INJECTABLE;INJECTION,CYTARABINE,20MG/ML,Unknown
CYTARABINE,INJECTABLE;INJECTION,CYTARABINE,20MG/ML,Unknown
CYTARABINE,INJECTABLE;INJECTION,CYTARABINE,20MG/ML,Unknown
ZOLEDRONIC ACID,INJECTABLE;INTRAVENOUS,ZOLEDRONIC ACID,EQ 5MG BASE/100ML,Unknown
FENOFIBRIC ACID,"CAPSULE, DELAYED RELEASE;ORAL",CHOLINE FENOFIBRATE,EQ 45MG FENOFIBRIC ACID,Unknown
FENOFIBRIC ACID,"CAPSULE, DELAYED RELEASE;ORAL",CHOLINE FENOFIBRATE,EQ 135MG FENOFIBRIC ACID,Unknown
GYNAZOLE-1,CREAM;VAGINAL,BUTOCONAZOLE NITRATE,2%,Unknown
LATANOPROST,SOLUTION/DROPS;OPHTHALMIC,LATANOPROST,0.005%,Unknown
DOXERCALCIFEROL,INJECTABLE;INJECTION,DOXERCALCIFEROL,4MCG/2ML (2MCG/ML),Unknown
CALCIPOTRIENE,CREAM;TOPICAL,CALCIPOTRIENE,0.005%,Unknown
DICLOFENAC SODIUM ,GEL;TOPICAL,DICLOFENAC SODIUM,3%,Unknown
CEFOXITIN IN PLASTIC CONTAINER,POWDER;INTRAVENOUS,CEFOXITIN SODIUM,EQ 100GM BASE,Unknown
METHOCARBAMOL,TABLET;ORAL,METHOCARBAMOL,500MG,Unknown
METHOCARBAMOL,TABLET;ORAL,METHOCARBAMOL,750MG,Unknown
METHOCARBAMOL,TABLET;ORAL,METHOCARBAMOL,1GM,Unknown
SEVELAMER CARBONATE,TABLET;ORAL,SEVELAMER CARBONATE,800MG,Unknown
NORETHINDRONE,TABLET;ORAL-28,NORETHINDRONE,0.35MG,Unknown
"PROMETHAZINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE",SYRUP;ORAL,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,10MG/5ML;5MG/5ML;6.25MG/5ML,Unknown
OXALIPLATIN,INJECTABLE;INTRAVENOUS,OXALIPLATIN,50MG/VIAL,Unknown
OXALIPLATIN,INJECTABLE;INTRAVENOUS,OXALIPLATIN,100MG/VIAL,Unknown
NORETHINDRONE,TABLET;ORAL-28,NORETHINDRONE,0.35MG,Unknown
METOPROLOL TARTRATE,TABLET;ORAL,METOPROLOL TARTRATE,25MG,Unknown
METOPROLOL TARTRATE,TABLET;ORAL,METOPROLOL TARTRATE,50MG,Unknown
METOPROLOL TARTRATE,TABLET;ORAL,METOPROLOL TARTRATE,100MG,Unknown
METOPROLOL TARTRATE,TABLET;ORAL,METOPROLOL TARTRATE,37.5MG,Unknown
METOPROLOL TARTRATE,TABLET;ORAL,METOPROLOL TARTRATE,75MG,Unknown
MEPROBAMATE,TABLET;ORAL,MEPROBAMATE,200MG,Unknown
MEPROBAMATE,TABLET;ORAL,MEPROBAMATE,400MG,Unknown
ADAPALENE,GEL;TOPICAL,ADAPALENE,0.3%,Unknown
DONEPEZIL HYDROCHLORIDE,TABLET;ORAL,DONEPEZIL HYDROCHLORIDE,5MG,Unknown
DONEPEZIL HYDROCHLORIDE,TABLET;ORAL,DONEPEZIL HYDROCHLORIDE,10MG,Unknown
HEPARIN SODIUM,INJECTABLE;INJECTION,HEPARIN SODIUM,"10,000 UNITS/ML",Unknown
RISPERIDONE,TABLET;ORAL,RISPERIDONE,0.25MG,Unknown
RISPERIDONE,TABLET;ORAL,RISPERIDONE,0.5MG,Unknown
RISPERIDONE,TABLET;ORAL,RISPERIDONE,1MG,Unknown
RISPERIDONE,TABLET;ORAL,RISPERIDONE,2MG,Unknown
RISPERIDONE,TABLET;ORAL,RISPERIDONE,3MG,Unknown
RISPERIDONE,TABLET;ORAL,RISPERIDONE,4MG,Unknown
DESOXIMETASONE,OINTMENT;TOPICAL,DESOXIMETASONE,0.25%,Unknown
LATANOPROST,SOLUTION/DROPS;OPHTHALMIC,LATANOPROST,0.005%,Unknown
MORPHINE SULFATE,SOLUTION;ORAL,MORPHINE SULFATE,10MG/5ML,Unknown
MORPHINE SULFATE,SOLUTION;ORAL,MORPHINE SULFATE,20MG/5ML,Unknown
MORPHINE SULFATE,SOLUTION;ORAL,MORPHINE SULFATE,100MG/5ML,Unknown
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,TABLET;ORAL,ACETAMINOPHEN; HYDROCODONE BITARTRATE,325MG;5MG,Unknown
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,TABLET;ORAL,ACETAMINOPHEN; HYDROCODONE BITARTRATE,325MG;7.5MG,Unknown
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,TABLET;ORAL,ACETAMINOPHEN; HYDROCODONE BITARTRATE,325MG;10MG,Unknown
MITOXANTRONE HYDROCHLORIDE,INJECTABLE;INJECTION,MITOXANTRONE HYDROCHLORIDE,EQ 20MG BASE/10ML (EQ 2MG BASE/ML),Unknown
FAMCICLOVIR,TABLET;ORAL,FAMCICLOVIR,125MG,Unknown
FAMCICLOVIR,TABLET;ORAL,FAMCICLOVIR,250MG,Unknown
FAMCICLOVIR,TABLET;ORAL,FAMCICLOVIR,500MG,Unknown
JEVTANA KIT,SOLUTION;INTRAVENOUS,CABAZITAXEL,60MG/1.5ML (40MG/ML),Unknown
AMPICILLIN AND SULBACTAM,INJECTABLE;INJECTION,AMPICILLIN SODIUM; SULBACTAM SODIUM,EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL,Unknown
AMPICILLIN AND SULBACTAM,INJECTABLE;INJECTION,AMPICILLIN SODIUM; SULBACTAM SODIUM,EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL,Unknown
AMPICILLIN SODIUM,INJECTABLE;INJECTION,AMPICILLIN SODIUM,EQ 250MG BASE/VIAL,Unknown
AMPICILLIN SODIUM,INJECTABLE;INJECTION,AMPICILLIN SODIUM,EQ 500MG BASE/VIAL,Unknown
AMPICILLIN SODIUM,INJECTABLE;INJECTION,AMPICILLIN SODIUM,EQ 1GM BASE/VIAL,Unknown
AMPICILLIN SODIUM,INJECTABLE;INJECTION,AMPICILLIN SODIUM,EQ 2GM BASE/VIAL,Unknown
LEVOFLOXACIN,TABLET;ORAL,LEVOFLOXACIN,250MG,Unknown
LEVOFLOXACIN,TABLET;ORAL,LEVOFLOXACIN,500MG,Unknown
LEVOFLOXACIN,TABLET;ORAL,LEVOFLOXACIN,750MG,Unknown
ETOMIDATE,INJECTABLE;INJECTION,ETOMIDATE,2MG/ML,Unknown
RANOLAZINE,"TABLET, EXTENDED RELEASE;ORAL",RANOLAZINE,500MG,Unknown
RANOLAZINE,"TABLET, EXTENDED RELEASE;ORAL",RANOLAZINE,1GM,Unknown
ROPINIROLE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE,Unknown
ROPINIROLE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE,Unknown
ROPINIROLE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE,Unknown
ROPINIROLE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE,Unknown
ROPINIROLE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE,Unknown
VANCOMYCIN HYDROCHLORIDE,INJECTABLE;INJECTION,VANCOMYCIN HYDROCHLORIDE,EQ 5GM BASE/VIAL,Unknown
VANCOMYCIN HYDROCHLORIDE,INJECTABLE;INJECTION,VANCOMYCIN HYDROCHLORIDE,EQ 10GM BASE/VIAL,Unknown
PIOGLITAZONE HYDROCHLORIDE AND GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE,2MG;30MG,Unknown
PIOGLITAZONE HYDROCHLORIDE AND GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE,4MG;30MG,Unknown
PHENOXYBENZAMINE HYDROCHLORIDE,CAPSULE;ORAL,PHENOXYBENZAMINE HYDROCHLORIDE,10MG,Unknown
BUPRENORPHINE HYDROCHLORIDE,TABLET;SUBLINGUAL,BUPRENORPHINE HYDROCHLORIDE,EQ 2MG BASE,Unknown
BUPRENORPHINE HYDROCHLORIDE,TABLET;SUBLINGUAL,BUPRENORPHINE HYDROCHLORIDE,EQ 8MG BASE,Unknown
ISRADIPINE,"TABLET, EXTENDED RELEASE;ORAL",ISRADIPINE,5MG,Unknown
ISRADIPINE,"TABLET, EXTENDED RELEASE;ORAL",ISRADIPINE,10MG,Unknown
SEVELAMER HYDROCHLORIDE,TABLET;ORAL,SEVELAMER HYDROCHLORIDE,400MG,Unknown
SEVELAMER HYDROCHLORIDE,TABLET;ORAL,SEVELAMER HYDROCHLORIDE,800MG,Unknown
SEVELAMER CARBONATE,TABLET;ORAL,SEVELAMER CARBONATE,800MG,Unknown
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,30MG,Unknown
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,60MG,Unknown
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,90MG,Unknown
DEXMEDETOMIDINE HYDROCHLORIDE,INJECTABLE;INJECTION,DEXMEDETOMIDINE HYDROCHLORIDE,EQ 200MCG BASE/2ML (EQ 100MCG BASE/ML),Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 5MG BASE;12.5MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 5MG BASE;25MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 10MG BASE;12.5MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 10MG BASE;25MG;160MG,Unknown
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET;ORAL,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,EQ 10MG BASE;25MG;320MG,Unknown
VIENVA,TABLET;ORAL-28,ETHINYL ESTRADIOL; LEVONORGESTREL,0.02MG;0.1MG,Unknown
DICLOFENAC SODIUM AND MISOPROSTOL,"TABLET, DELAYED RELEASE;ORAL",DICLOFENAC SODIUM; MISOPROSTOL,50MG;0.2MG,Unknown
